num,name,filename,sha256,length,train_end_raw,begin_raw,end_raw,start0,stop0,train_stop0,index_convention,anom_len,variant,is_distorted,is_noise,domain_goswami,is_medical,domain_official,domain_official_basis,domain_agree,source_official,deck_slides,in_tsbad,tsbad_filename,tsbad_domain,match_method,tsbad_label_n_segments,tsbad_label_start0,tsbad_label_stop0,gt_agree,audit_flags
115,CIMIS44AirTemperature3,115_UCR_Anomaly_CIMIS44AirTemperature3_4000_6520_6544.txt,2dc0f651cb8ecfe269153b096f56f1861040f4c4b9c8a2b81a7b91090eedfb1b,8184,4000,6520,6544,6519,6544,4000,matlab_1based_inclusive,25,plain,False,False,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,96,NA,NA,NA,NA,NA,NA,NA,NA,none
116,CIMIS44AirTemperature4,116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.txt,ffa32034a6d7c84b96f9c140d0fa78ab467802b3c1595fa60c654b685b41f3c3,8184,4000,5549,5597,5548,5597,4000,matlab_1based_inclusive,49,plain,False,False,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,97,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
117,CIMIS44AirTemperature5,117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.txt,0a093996e7aaeddebde1e84c33282fe27473bf702b403a83615cbf7a178b1a45,8184,4000,4852,4900,4851,4900,4000,matlab_1based_inclusive,49,plain,False,False,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,98,NA,NA,NA,NA,NA,NA,NA,NA,none
118,CIMIS44AirTemperature6,118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.txt,8915825b8b9aa0b58d745aa6846caeade733b6681b72b8c165735a744152e8cf,8184,4000,6006,6054,6005,6054,4000,matlab_1based_inclusive,49,plain,False,False,Air Temperature,False,Air Temperature,source_line,True,The data comes from the public weather data report from CIMIS station 44 in Riverside [1].,99,NA,NA,NA,NA,NA,NA,NA,NA,none
119,ECG1,119_UCR_Anomaly_ECG1_10000_11800_12100.txt,f490ab448e710fe3e3796ca87ae00d41eb0ccc8fd3e01782c7d68cb2f09f9192,30000,10000,11800,12100,11799,12100,10000,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n04 , annotator qrs , from 8:10.000 to 8:20.000 | PAF Prediction Challenge Database (afpdb)",35,NA,NA,NA,NA,NA,NA,NA,NA,none
120,ECG2,120_UCR_Anomaly_ECG2_15000_16000_16100.txt,c58e4e6be1c53f3072ec1811baeb4c3b5b21d110b99f04c5077713b2b48799c9,30000,15000,16000,16100,15999,16100,15000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n04 , annotator qrs , from 8:10.000 to 8:20.000 | PAF Prediction Challenge Database (afpdb)",36,NA,NA,NA,NA,NA,NA,NA,NA,none
121,ECG3,121_UCR_Anomaly_ECG3_15000_16000_16100.txt,130c63881719993c18d634f8401464cf3dc636406d62a44104e0a36683c02ec4,30000,15000,16000,16100,15999,16100,15000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",37,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
122,ECG3,122_UCR_Anomaly_ECG3_8000_17000_17100.txt,254dd4d8ea4f3837449046d3cc5e7da58456225c5ec981727770820985a593fd,30000,8000,17000,17100,16999,17100,8000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",37,NA,NA,NA,NA,NA,NA,NA,NA,none
123,ECG4,123_UCR_Anomaly_ECG4_5000_16800_17100.txt,05ddd244923b2f59a0546809243c9a1d24a163000873c7c52679bd36191ddfff,200000,5000,16800,17100,16799,17100,5000,matlab_1based_inclusive,301,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",38;100,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
124,ECG4,124_UCR_Anomaly_ECG4_5000_16900_17100.txt,0e80e85e94cb39bc27a689e4db6f353935398bb4233baa2f945b88ba8322d03e,30000,5000,16900,17100,16899,17100,5000,matlab_1based_inclusive,201,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",38;100,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
125,ECG4,125_UCR_Anomaly_ECG4_5000_17000_17100.txt,60c49df33044840b033e3cfd48b14c6b5a6a2d764450417d52aa49b175ef48be,30000,5000,17000,17100,16999,17100,5000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",38;100,NA,NA,NA,NA,NA,NA,NA,NA,none
126,ECG4,126_UCR_Anomaly_ECG4_8000_17000_17100.txt,c7b33e4a3886a0720aebe4d80da83e3a862f586b2e051f76b832eddbd2bfe901,30000,8000,17000,17100,16999,17100,8000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record afpdb/n20 , annotator qrs , from 9:50.000 to 30:00.000 | PAF Prediction Challenge Database (afpdb)",38;100,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
127,GP711MarkerLFM5z1,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.txt,b72821c19070d8905ea300dcbbd972b126c1e5ccb67c0fd572aebbebd74fcfaa,12000,5000,6168,6212,6167,6212,5000,matlab_1based_inclusive,45,plain,False,False,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,90,NA,NA,NA,NA,NA,NA,NA,NA,none
128,GP711MarkerLFM5z2,128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.txt,f4e4bc3a6ffc14f7f7f7b0760f7735908c47cabeabfecf384c801f28c4e33e68,12000,5000,7175,7388,7174,7388,5000,matlab_1based_inclusive,214,plain,False,False,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,91,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
129,GP711MarkerLFM5z3,129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.txt,a9ece40cab425b928f15ec31dd970dc8d2db99af2f96bb1afa9d3dcc914eab12,12000,5000,5948,5993,5947,5993,5000,matlab_1based_inclusive,46,plain,False,False,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,92,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
130,GP711MarkerLFM5z4,130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.txt,399b78a896b64181064aa563ed9583a16a4428fe0a03888aef05c7fb71805176,12000,4000,6527,6645,6526,6645,4000,matlab_1based_inclusive,119,plain,False,False,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,93,NA,NA,NA,NA,NA,NA,NA,NA,DECK_FIELDS_DIFFER
131,GP711MarkerLFM5z5,131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.txt,0b9753f44049ee7073acf486724e39e5947377d6b1d01556e8050e40904d1bf5,12000,5000,8612,8716,8611,8716,5000,matlab_1based_inclusive,105,plain,False,False,Gait,False,Gait,source_line,True,The data comes from subject 7 in the GaitPhase Database [1]. The subject was required to walk,94,NA,NA,NA,NA,NA,NA,NA,NA,none
132,InternalBleeding10,132_UCR_Anomaly_InternalBleeding10_3200_4526_4556.txt,4dda2d54f5f38336ab098e4c9d98b8f3614931e5ba3aa99a6ee2b0e7ec873433,7501,3200,4526,4556,4525,4556,3200,matlab_1based_inclusive,31,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",86,NA,NA,NA,NA,NA,NA,NA,NA,none
133,InternalBleeding14,133_UCR_Anomaly_InternalBleeding14_2800_5607_5634.txt,6100cf79a775f092dbe718c27a07a1df1bdf0a5f228721916c1b10fe64242eba,7501,2800,5607,5634,5606,5634,2800,matlab_1based_inclusive,28,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",87,NA,NA,NA,NA,NA,NA,NA,NA,none
134,InternalBleeding15,134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.txt,07614e59288d807708b315aa7ae063a9d7e377676367198f207c71045ea51908,7601,1700,5684,5854,5683,5854,1700,matlab_1based_inclusive,171,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",82,NA,NA,NA,NA,NA,NA,NA,NA,none
135,InternalBleeding16,135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.txt,a965019d130b1b8f2e49974f3ed7f20675bf7014b4952240ed4c8e338a2fa86f,7501,1200,4187,4199,4186,4199,1200,matlab_1based_inclusive,13,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",70,NA,NA,NA,NA,NA,NA,NA,NA,none
136,InternalBleeding17,136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.txt,b0af30d69de8c369ed7dd1da3d57959901251c5f39e4abf6860d7834a5fc41dd,7500,1600,3198,3309,3197,3309,1600,matlab_1based_inclusive,112,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",71,NA,NA,NA,NA,NA,NA,NA,NA,none
137,InternalBleeding18,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.txt,cbe2733f80167b37afbe610b87c241098ca1eb0c5efd774d83250a1cbc5c5ee7,7500,2300,4485,4587,4484,4587,2300,matlab_1based_inclusive,103,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",72,NA,NA,NA,NA,NA,NA,NA,NA,none
138,InternalBleeding19,138_UCR_Anomaly_InternalBleeding19_3000_4187_4197.txt,fd9a98968e4af7ac2749ac77b135c2d1ebd17038df68a0e6d033a37a95b59e94,7500,3000,4187,4197,4186,4197,3000,matlab_1based_inclusive,11,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",73,NA,NA,NA,NA,NA,NA,NA,NA,none
139,InternalBleeding20,139_UCR_Anomaly_InternalBleeding20_2700_5759_5919.txt,a77df211bb3a73433978e29c9d40b692d7c172c9eade994a8bedf8ebbdba0b88,7500,2700,5759,5919,5758,5919,2700,matlab_1based_inclusive,161,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",74,NA,NA,NA,NA,NA,NA,NA,NA,none
140,InternalBleeding4,140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.txt,2488aceb2cc7f00a4a634039306267d39c8b7bf502e814b644a851b6599c9a68,7321,1000,4675,5033,4674,5033,1000,matlab_1based_inclusive,359,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",79,NA,NA,NA,NA,NA,NA,NA,NA,none
141,InternalBleeding5,141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.txt,341033b8542076e650e1d37f7e1d3a96e030be340195facaf7eeca97e683b0bc,7415,4000,6200,6370,6199,6370,4000,matlab_1based_inclusive,171,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",80,NA,NA,NA,NA,NA,NA,NA,NA,none
142,InternalBleeding6,142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.txt,06fbf75c467ad5f56ac35908a1157af79945dcac194ca28efcf15fb7a9b33236,7654,1500,3474,3629,3473,3629,1500,matlab_1based_inclusive,156,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",81,NA,NA,NA,NA,NA,NA,NA,NA,none
143,InternalBleeding8,143_UCR_Anomaly_InternalBleeding8_2500_5865_5974.txt,0c4b50769eb2af3d63435edf2b20d6103d6b5180688460b2ab9f5f7ff1659f4b,7501,2500,5865,5974,5864,5974,2500,matlab_1based_inclusive,110,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",84,NA,NA,NA,NA,NA,NA,NA,NA,none
144,InternalBleeding9,144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.txt,da7b1fe0ac60c63fd665c81633eebeeac244fee8e82b3c48c90c0274ced84037,7501,4200,6599,6681,6598,6681,4200,matlab_1based_inclusive,83,plain,False,False,ABP,True,ABP,source_line,True,"The data comes from an internal bleeding dataset[1]. From the dataset, we extracted the arterial blood pressure measurements of pigs.",85,NA,NA,NA,NA,NA,NA,NA,NA,none
145,Lab2Cmac011215EPG1,145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.txt,95e1a6f220f3c015ce8001e992eb3410a46d7207e58111f9f5db03fa507225b0,30001,5000,17210,17260,17209,17260,5000,matlab_1based_inclusive,51,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",9,NA,NA,NA,NA,NA,NA,NA,NA,none
146,Lab2Cmac011215EPG2,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.txt,2d82ba93af17e87e9e77d639af4a3a91075c080c1ae7030813820b50b874c55f,29950,5000,27862,27932,27861,27932,5000,matlab_1based_inclusive,71,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",10,NA,NA,NA,NA,NA,NA,NA,NA,none
147,Lab2Cmac011215EPG3,147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.txt,b5133350a99ca74b8c2ba4245f621f8da4139a1d7cc3d9fc0cd0a9efbbb7784e,29950,5000,16390,16420,16389,16420,5000,matlab_1based_inclusive,31,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",11,NA,NA,NA,NA,NA,NA,NA,NA,none
148,Lab2Cmac011215EPG4,148_UCR_Anomaly_Lab2Cmac011215EPG4_6000_17390_17520.txt,ea4cb0fdc4697fdc8e455ab8b8669c8bb17a6b3fe0971c8aed9bf91a7ef55e3e,30066,6000,17390,17520,17389,17520,6000,matlab_1based_inclusive,131,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",12,NA,NA,NA,NA,NA,NA,NA,NA,none
149,Lab2Cmac011215EPG5,149_UCR_Anomaly_Lab2Cmac011215EPG5_7000_17390_17520.txt,9b5415d396b1534d8b080282580a10553750954ef8af490c77b4b86468047ed9,29826,7000,17390,17520,17389,17520,7000,matlab_1based_inclusive,131,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",13,NA,NA,NA,NA,NA,NA,NA,NA,none
150,Lab2Cmac011215EPG6,150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.txt,aaf79611584f869ad7350f13b28ae9a9f837937c4f98e8bfb3314c33e4c171c5,29859,7000,12190,12420,12189,12420,7000,matlab_1based_inclusive,231,plain,False,False,EPG,False,EPG,source_line,True,"This is a real dataset from an insect, and Asian Citrus Psyllid, recorded using an EPG apparatus.",14,NA,NA,NA,NA,NA,NA,NA,NA,none
151,MesoplodonDensirostris,151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.txt,b01d433cb5a4df9720c34bbe592576a7ea0b4442931dad8b92b0f2ae544a8982,24667,10000,19280,19440,19279,19440,10000,matlab_1based_inclusive,161,plain,False,False,Acceleration,False,Acceleration,source_line,True,This data comes from an accelerometer attached to a Blainville's beaked whale.,54;100,NA,NA,NA,NA,NA,NA,NA,NA,none
152,PowerDemand1,152_UCR_Anomaly_PowerDemand1_9000_18485_18821.txt,8bccb2dd96d7de11d812c1fef381be4c59803adce17ad74109efe8984637970b,29931,9000,18485,18821,18484,18821,9000,matlab_1based_inclusive,337,plain,False,False,Power Demand,False,Power Demand,source_line,True,The data comes from an Italian power demand dataset. (from 1/1/1995 to 5/31/1998),75,NA,NA,NA,NA,NA,NA,NA,NA,none
153,PowerDemand2,153_UCR_Anomaly_PowerDemand2_14000_23357_23717.txt,ae014d0182b94a7426fae1cbb0581665756f25adcc59442f30c38a9ee3815318,29931,14000,23357,23717,23356,23717,14000,matlab_1based_inclusive,361,plain,False,False,Power Demand,False,Power Demand,source_line,True,The data comes from an Italian power demand dataset. (from 1/1/1995 to 5/31/1998),76,NA,NA,NA,NA,NA,NA,NA,NA,none
154,PowerDemand3,154_UCR_Anomaly_PowerDemand3_16000_23405_23477.txt,399e9a69791da05bf25897eab188c89515038e71910245d5f93553fad37a1dcf,29931,16000,23405,23477,23404,23477,16000,matlab_1based_inclusive,73,plain,False,False,Power Demand,False,Power Demand,source_line,True,"The data comes from an Italian power demand dataset. (from 1/1/1995 to 5/31/1998) The red curve indicates the pig arterial blood pressure, and the yellow curve indicates the Italian power demand. These two curves look similar.",77,NA,NA,NA,NA,NA,NA,NA,NA,none
155,PowerDemand4,155_UCR_Anomaly_PowerDemand4_18000_24005_24077.txt,c911278ecbee9423785abf89740bdcce4ff4718a529b050973ae56f91c72c7ff,29931,18000,24005,24077,24004,24077,18000,matlab_1based_inclusive,73,plain,False,False,Power Demand,False,Power Demand,source_line,True,Italian Power Demand,78,NA,NA,NA,NA,NA,NA,NA,NA,none
156,TkeepFifthMARS,156_UCR_Anomaly_TkeepFifthMARS_3500_5988_6085.txt,a036ac6f9b3cf66d2956d281b1cee552d7e79f4cf25b86ab1836bd81353e9ad3,11334,3500,5988,6085,5987,6085,3500,matlab_1based_inclusive,98,plain,False,False,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",19,NA,NA,NA,NA,NA,NA,NA,NA,none
157,TkeepFirstMARS,157_UCR_Anomaly_TkeepFirstMARS_3500_5365_5380.txt,72ed2ae63fa2e33feac4fa5b150799cd258f1026bb731d8045564abddfd818f5,11406,3500,5365,5380,5364,5380,3500,matlab_1based_inclusive,16,plain,False,False,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",15,NA,NA,NA,NA,NA,NA,NA,NA,none
158,TkeepForthMARS,158_UCR_Anomaly_TkeepForthMARS_3500_5988_6085.txt,4bea14d1a9cf9507e0c0d886a42023a3bf0efaab6375625ad54bcd879e99e4fe,11308,3500,5988,6085,5987,6085,3500,matlab_1based_inclusive,98,plain,False,False,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",18,NA,NA,NA,NA,NA,NA,NA,NA,none
159,TkeepSecondMARS,159_UCR_Anomaly_TkeepSecondMARS_3500_9330_9340.txt,1bb0c773cfeb00c58157d95b711bdbc8c362add3d5f591356eb24f6ae5511f22,11388,3500,9330,9340,9329,9340,3500,matlab_1based_inclusive,11,plain,False,False,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",16,NA,NA,NA,NA,NA,NA,NA,NA,none
160,TkeepThirdMARS,160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.txt,8494bf541e25bf75eb251bb0f0f5a19f830e583f1e292417d2a489234ad162b8,11308,3500,4711,4809,4710,4809,3500,matlab_1based_inclusive,99,plain,False,False,NASA,False,NASA,source_line,True,"This is a real dataset from NASA spacecraft,  that appeared in a KDD 2018 paper.",17,NA,NA,NA,NA,NA,NA,NA,NA,none
161,WalkingAceleration1,161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995.txt,14d0faf99bc7e415408fd961a30b7f50a66546e78d4cb4c823dae1026e59e126,6684,1500,2764,2995,2763,2995,1500,matlab_1based_inclusive,232,plain,False,False,Acceleration,False,Acceleration,source_line,True,"The dataset is built based on an activity recognition system benchmark data[2]. We extracted an acceleration data measured by the sensor when an experimental subject is walking. Since the acceleration is 3-dimensional, we obtained our data by averaging the values in x, y and z axes.",88,NA,NA,NA,NA,NA,NA,NA,NA,none
162,WalkingAceleration5,162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.txt,0b87854c390183094d8dd547e9517647bb285939066304ad3d133f8234cbe2cb,6684,2700,5920,5979,5919,5979,2700,matlab_1based_inclusive,60,plain,False,False,Acceleration,False,Acceleration,source_line,True,"The dataset is built based on an activity recognition system benchmark data[2]. We extracted an acceleration data measured by the sensor when an experimental subject is walking. Since the acceleration is 3-dimensional, we obtained our data by averaging the values in x, y and z axes.",89,NA,NA,NA,NA,NA,NA,NA,NA,none
163,apneaecg2,163_UCR_Anomaly_apneaecg2_10000_20950_21100.txt,fd8bd6d5c60bac06a9a77906f4c5df27d8b12eb317410fc801be729a69e39cbb,38501,10000,20950,21100,20949,21100,10000,matlab_1based_inclusive,151,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",58,NA,NA,NA,NA,NA,NA,NA,NA,none
164,apneaecg3,164_UCR_Anomaly_apneaecg3_5000_11111_11211.txt,449683935f60aac15cb478c6fe79d07e4a53a1c76d5d9a75b36789631c143fda,38379,5000,11111,11211,11110,11211,5000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",59,NA,NA,NA,NA,NA,NA,NA,NA,none
165,apneaecg4,165_UCR_Anomaly_apneaecg4_6000_16000_16100.txt,ddab11007a37789f963175f04979016f8d97805baad4d873e6dac4a30ffaff1e,38269,6000,16000,16100,15999,16100,6000,matlab_1based_inclusive,101,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",60,NA,NA,NA,NA,NA,NA,NA,NA,none
166,apneaecg,166_UCR_Anomaly_apneaecg_10000_12240_12308.txt,6a340df79c2832eb0653d619d34481931ef00b241a34a786a2f54dc5d1f49d14,38501,10000,12240,12308,12239,12308,10000,matlab_1based_inclusive,69,plain,False,False,ECG,True,ECG,source_line,True,"Selected input: record apnea-ecg/b05 , annotator apn , from 1:03:20.000 to 2:03:20.000 | Apnea-ECG Database (apnea-ecg)",57,NA,NA,NA,NA,NA,NA,NA,NA,none
167,gait1,167_UCR_Anomaly_gait1_20000_38500_38800.txt,8a98df950e36e1179bf58a81fd1dfcc40451efcf867578eb5f1d245e50dccaf1,65000,20000,38500,38800,38499,38800,20000,matlab_1based_inclusive,301,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",24,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
168,gait2,168_UCR_Anomaly_gait2_22000_46500_46800.txt,90eee85d1c4b5fc69836e27d3dff722bb28fc9480a81e3adf731f67705c60fb9,65000,22000,46500,46800,46499,46800,22000,matlab_1based_inclusive,301,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",25,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
169,gait3,169_UCR_Anomaly_gait3_24500_59900_60500.txt,78adf72127a7c90e99d1f3362bf3f01065f511862a8f152e527fc616b8667cf6,65000,24500,59900,60500,59899,60500,24500,matlab_1based_inclusive,601,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt14 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",26,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
170,gaitHunt1,170_UCR_Anomaly_gaitHunt1_18500_33070_33180.txt,62c989e8c8a536656c3654178d48c159fee658fe756bd0ccc3ba33314bad6186,64000,18500,33070,33180,33069,33180,18500,matlab_1based_inclusive,111,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",20,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
171,gaitHunt2,171_UCR_Anomaly_gaitHunt2_18500_31200_31850.txt,604caa2283ef1a307060287017611d94a909021d88f676913a45ceeab24f1036,64000,18500,31200,31850,31199,31850,18500,matlab_1based_inclusive,651,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",21,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
172,gaitHunt3,172_UCR_Anomaly_gaitHunt3_23400_38400_39200.txt,08bd8d96770138d3e2016983a02e120f319ab5445b38cefa3679ab992a3aac62,64000,23400,38400,39200,38399,39200,23400,matlab_1based_inclusive,801,plain,False,False,Gait,False,Gait,source_line,True,"Selected input: record gaitndd/hunt17 , from 0:00.000 to 5:00.000 | Gait in Neurodegenerative Disease Database (gaitndd)",22,NA,NA,NA,NA,NA,NA,NA,NA,HAS_MINUS999
173,insectEPG1,173_UCR_Anomaly_insectEPG1_3000_7000_7030.txt,b0c2fc8be3187b53c45c3a1b77317e8435100651ecd82ea17ff61960363d9037,10001,3000,7000,7030,6999,7030,3000,matlab_1based_inclusive,31,plain,False,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",47,NA,NA,NA,NA,NA,NA,NA,NA,none
174,insectEPG2,174_UCR_Anomaly_insectEPG2_3700_8000_8025.txt,8912a014412d3b952d557484d674152d8b402b5611b198bc606c82ce888e47b4,9998,3700,8000,8025,7999,8025,3700,matlab_1based_inclusive,26,plain,False,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",48,NA,NA,NA,NA,NA,NA,NA,NA,none
175,insectEPG3,175_UCR_Anomaly_insectEPG3_5200_7000_7050.txt,f8db1683d72b01e444910415d2303824283a7e6d13492623319494328e00c609,9998,5200,7000,7050,6999,7050,5200,matlab_1based_inclusive,51,plain,False,False,EPG,False,EPG,source_line,True,"This is an insect EPG dataset, an Asian Citrus Psyllid.",49,NA,NA,NA,NA,NA,NA,NA,NA,none
