num_a,num_b,name_a,name_b,same_name_group,domain,length_a,length_b,train_end_a,train_end_b,n_compared,corr,same_recording
95,115,NOISECIMIS44AirTemperature4,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,0.994874,True
95,117,NOISECIMIS44AirTemperature4,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,0.994874,True
95,118,NOISECIMIS44AirTemperature4,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,0.994874,True
113,114,CIMIS44AirTemperature1,CIMIS44AirTemperature2,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
113,115,CIMIS44AirTemperature1,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
113,116,CIMIS44AirTemperature1,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
113,117,CIMIS44AirTemperature1,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
113,118,CIMIS44AirTemperature1,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
114,115,CIMIS44AirTemperature2,CIMIS44AirTemperature3,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
114,116,CIMIS44AirTemperature2,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
114,117,CIMIS44AirTemperature2,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
114,118,CIMIS44AirTemperature2,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
115,116,CIMIS44AirTemperature3,CIMIS44AirTemperature4,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
115,117,CIMIS44AirTemperature3,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
115,118,CIMIS44AirTemperature3,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
116,117,CIMIS44AirTemperature4,CIMIS44AirTemperature5,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
116,118,CIMIS44AirTemperature4,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
117,118,CIMIS44AirTemperature5,CIMIS44AirTemperature6,False,Air Temperature,8184,8184,4000,4000,4000,1.000000,True
19,20,DISTORTEDGP711MarkerLFM5z1,DISTORTEDGP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,0.983720,True
19,21,DISTORTEDGP711MarkerLFM5z1,DISTORTEDGP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.980950,True
19,22,DISTORTEDGP711MarkerLFM5z1,DISTORTEDGP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.983521,True
19,23,DISTORTEDGP711MarkerLFM5z1,DISTORTEDGP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.981576,True
19,97,DISTORTEDGP711MarkerLFM5z1,NOISEGP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.986842,True
19,128,DISTORTEDGP711MarkerLFM5z1,GP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,0.991467,True
19,129,DISTORTEDGP711MarkerLFM5z1,GP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.991467,True
19,130,DISTORTEDGP711MarkerLFM5z1,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.992593,True
19,131,DISTORTEDGP711MarkerLFM5z1,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.991467,True
20,21,DISTORTEDGP711MarkerLFM5z2,DISTORTEDGP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.980604,True
20,22,DISTORTEDGP711MarkerLFM5z2,DISTORTEDGP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.982533,True
20,23,DISTORTEDGP711MarkerLFM5z2,DISTORTEDGP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.981375,True
20,97,DISTORTEDGP711MarkerLFM5z2,NOISEGP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.986459,True
20,127,DISTORTEDGP711MarkerLFM5z2,GP711MarkerLFM5z1,False,Gait,12000,12000,5000,5000,5000,0.991397,True
20,129,DISTORTEDGP711MarkerLFM5z2,GP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.991397,True
20,130,DISTORTEDGP711MarkerLFM5z2,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.990982,True
20,131,DISTORTEDGP711MarkerLFM5z2,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.991397,True
21,22,DISTORTEDGP711MarkerLFM5z3,DISTORTEDGP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.983177,True
21,23,DISTORTEDGP711MarkerLFM5z3,DISTORTEDGP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.976747,True
21,127,DISTORTEDGP711MarkerLFM5z3,GP711MarkerLFM5z1,False,Gait,12000,12000,5000,5000,5000,0.989610,True
21,128,DISTORTEDGP711MarkerLFM5z3,GP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,0.989610,True
21,130,DISTORTEDGP711MarkerLFM5z3,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.989293,True
21,131,DISTORTEDGP711MarkerLFM5z3,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.989610,True
22,23,DISTORTEDGP711MarkerLFM5z4,DISTORTEDGP711MarkerLFM5z5,False,Gait,12000,12000,4000,5000,4000,0.977422,True
22,97,DISTORTEDGP711MarkerLFM5z4,NOISEGP711MarkerLFM5z3,False,Gait,12000,12000,4000,5000,4000,0.985275,True
22,127,DISTORTEDGP711MarkerLFM5z4,GP711MarkerLFM5z1,False,Gait,12000,12000,4000,5000,4000,0.990249,True
22,128,DISTORTEDGP711MarkerLFM5z4,GP711MarkerLFM5z2,False,Gait,12000,12000,4000,5000,4000,0.990249,True
22,129,DISTORTEDGP711MarkerLFM5z4,GP711MarkerLFM5z3,False,Gait,12000,12000,4000,5000,4000,0.990249,True
22,131,DISTORTEDGP711MarkerLFM5z4,GP711MarkerLFM5z5,False,Gait,12000,12000,4000,5000,4000,0.990249,True
23,97,DISTORTEDGP711MarkerLFM5z5,NOISEGP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.983913,True
23,127,DISTORTEDGP711MarkerLFM5z5,GP711MarkerLFM5z1,False,Gait,12000,12000,5000,5000,5000,0.988760,True
23,128,DISTORTEDGP711MarkerLFM5z5,GP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,0.988760,True
23,129,DISTORTEDGP711MarkerLFM5z5,GP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,0.988760,True
23,130,DISTORTEDGP711MarkerLFM5z5,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.988355,True
59,60,DISTORTEDgait1,DISTORTEDgait2,False,Gait,65000,65000,20000,22000,5000,0.971214,True
59,61,DISTORTEDgait1,DISTORTEDgait3,False,Gait,65000,65000,20000,24500,5000,0.974369,True
59,105,DISTORTEDgait1,NOISEgait3,False,Gait,65000,65000,20000,24500,5000,0.979145,True
59,168,DISTORTEDgait1,gait2,False,Gait,65000,65000,20000,22000,5000,0.986135,True
59,169,DISTORTEDgait1,gait3,False,Gait,65000,65000,20000,24500,5000,0.986135,True
60,61,DISTORTEDgait2,DISTORTEDgait3,False,Gait,65000,65000,22000,24500,5000,0.971553,True
60,105,DISTORTEDgait2,NOISEgait3,False,Gait,65000,65000,22000,24500,5000,0.978481,True
60,167,DISTORTEDgait2,gait1,False,Gait,65000,65000,22000,20000,5000,0.985103,True
60,169,DISTORTEDgait2,gait3,False,Gait,65000,65000,22000,24500,5000,0.985103,True
61,167,DISTORTEDgait3,gait1,False,Gait,65000,65000,24500,20000,5000,0.987664,True
61,168,DISTORTEDgait3,gait2,False,Gait,65000,65000,24500,22000,5000,0.987664,True
62,63,DISTORTEDgaitHunt1,DISTORTEDgaitHunt2,False,Gait,64000,64000,18500,18500,5000,0.971315,True
62,64,DISTORTEDgaitHunt1,DISTORTEDgaitHunt3,False,Gait,64000,64000,18500,23400,5000,0.967558,True
62,106,DISTORTEDgaitHunt1,NOISEgaitHunt2,False,Gait,64000,64000,18500,18500,5000,0.975635,True
62,171,DISTORTEDgaitHunt1,gaitHunt2,False,Gait,64000,64000,18500,18500,5000,0.982729,True
62,172,DISTORTEDgaitHunt1,gaitHunt3,False,Gait,64000,64000,18500,23400,5000,0.982729,True
63,64,DISTORTEDgaitHunt2,DISTORTEDgaitHunt3,False,Gait,64000,64000,18500,23400,5000,0.969391,True
63,170,DISTORTEDgaitHunt2,gaitHunt1,False,Gait,64000,64000,18500,18500,5000,0.984218,True
63,172,DISTORTEDgaitHunt2,gaitHunt3,False,Gait,64000,64000,18500,23400,5000,0.984218,True
64,106,DISTORTEDgaitHunt3,NOISEgaitHunt2,False,Gait,64000,64000,23400,18500,5000,0.978527,True
64,170,DISTORTEDgaitHunt3,gaitHunt1,False,Gait,64000,64000,23400,18500,5000,0.985898,True
64,171,DISTORTEDgaitHunt3,gaitHunt2,False,Gait,64000,64000,23400,18500,5000,0.985898,True
97,127,NOISEGP711MarkerLFM5z3,GP711MarkerLFM5z1,False,Gait,12000,12000,5000,5000,5000,0.995163,True
97,128,NOISEGP711MarkerLFM5z3,GP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,0.995163,True
97,130,NOISEGP711MarkerLFM5z3,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,0.995188,True
97,131,NOISEGP711MarkerLFM5z3,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,0.995163,True
105,167,NOISEgait3,gait1,False,Gait,65000,65000,24500,20000,5000,0.993089,True
105,168,NOISEgait3,gait2,False,Gait,65000,65000,24500,22000,5000,0.993089,True
106,170,NOISEgaitHunt2,gaitHunt1,False,Gait,64000,64000,18500,18500,5000,0.992595,True
106,172,NOISEgaitHunt2,gaitHunt3,False,Gait,64000,64000,18500,23400,5000,0.992595,True
127,128,GP711MarkerLFM5z1,GP711MarkerLFM5z2,False,Gait,12000,12000,5000,5000,5000,1.000000,True
127,129,GP711MarkerLFM5z1,GP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,1.000000,True
127,130,GP711MarkerLFM5z1,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,1.000000,True
127,131,GP711MarkerLFM5z1,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,1.000000,True
128,129,GP711MarkerLFM5z2,GP711MarkerLFM5z3,False,Gait,12000,12000,5000,5000,5000,1.000000,True
128,130,GP711MarkerLFM5z2,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,1.000000,True
128,131,GP711MarkerLFM5z2,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,1.000000,True
129,130,GP711MarkerLFM5z3,GP711MarkerLFM5z4,False,Gait,12000,12000,5000,4000,4000,1.000000,True
129,131,GP711MarkerLFM5z3,GP711MarkerLFM5z5,False,Gait,12000,12000,5000,5000,5000,1.000000,True
130,131,GP711MarkerLFM5z4,GP711MarkerLFM5z5,False,Gait,12000,12000,4000,5000,4000,1.000000,True
167,168,gait1,gait2,False,Gait,65000,65000,20000,22000,5000,1.000000,True
167,169,gait1,gait3,False,Gait,65000,65000,20000,24500,5000,1.000000,True
168,169,gait2,gait3,False,Gait,65000,65000,22000,24500,5000,1.000000,True
170,171,gaitHunt1,gaitHunt2,False,Gait,64000,64000,18500,18500,5000,1.000000,True
170,172,gaitHunt1,gaitHunt3,False,Gait,64000,64000,18500,23400,5000,1.000000,True
171,172,gaitHunt2,gaitHunt3,False,Gait,64000,64000,18500,23400,5000,1.000000,True
24,25,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding14,False,ABP,7501,7501,3200,2800,2800,0.984182,True
24,27,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding16,False,ABP,7501,7501,3200,1200,1200,-0.110383,False
24,28,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding17,False,ABP,7501,7500,3200,1600,1600,0.043059,False
24,29,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding18,False,ABP,7501,7500,3200,2300,2300,-0.119813,False
24,30,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding19,False,ABP,7501,7500,3200,3000,3000,0.001696,False
24,31,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding20,False,ABP,7501,7500,3200,2700,2700,0.003112,False
24,35,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding8,False,ABP,7501,7501,3200,2500,2500,-0.004174,False
24,36,DISTORTEDInternalBleeding10,DISTORTEDInternalBleeding9,False,ABP,7501,7501,3200,4200,3200,-0.021109,False
24,98,DISTORTEDInternalBleeding10,NOISEInternalBleeding16,False,ABP,7501,7501,3200,1200,1200,-0.105772,False
24,133,DISTORTEDInternalBleeding10,InternalBleeding14,False,ABP,7501,7501,3200,2800,2800,0.992081,True
24,135,DISTORTEDInternalBleeding10,InternalBleeding16,False,ABP,7501,7501,3200,1200,1200,-0.105736,False
24,136,DISTORTEDInternalBleeding10,InternalBleeding17,False,ABP,7501,7500,3200,1600,1600,0.042032,False
24,137,DISTORTEDInternalBleeding10,InternalBleeding18,False,ABP,7501,7500,3200,2300,2300,-0.068196,False
24,138,DISTORTEDInternalBleeding10,InternalBleeding19,False,ABP,7501,7500,3200,3000,3000,-0.025318,False
24,139,DISTORTEDInternalBleeding10,InternalBleeding20,False,ABP,7501,7500,3200,2700,2700,0.012352,False
24,143,DISTORTEDInternalBleeding10,InternalBleeding8,False,ABP,7501,7501,3200,2500,2500,0.003280,False
24,144,DISTORTEDInternalBleeding10,InternalBleeding9,False,ABP,7501,7501,3200,4200,3200,-0.031610,False
25,27,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding16,False,ABP,7501,7501,2800,1200,1200,-0.073928,False
25,28,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding17,False,ABP,7501,7500,2800,1600,1600,0.073886,False
25,29,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding18,False,ABP,7501,7500,2800,2300,2300,-0.101902,False
25,30,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding19,False,ABP,7501,7500,2800,3000,2800,0.035282,False
25,31,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding20,False,ABP,7501,7500,2800,2700,2700,0.004204,False
25,35,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding8,False,ABP,7501,7501,2800,2500,2500,-0.009101,False
25,36,DISTORTEDInternalBleeding14,DISTORTEDInternalBleeding9,False,ABP,7501,7501,2800,4200,2800,0.008944,False
25,98,DISTORTEDInternalBleeding14,NOISEInternalBleeding16,False,ABP,7501,7501,2800,1200,1200,-0.078882,False
25,132,DISTORTEDInternalBleeding14,InternalBleeding10,False,ABP,7501,7501,2800,3200,2800,0.989107,True
25,135,DISTORTEDInternalBleeding14,InternalBleeding16,False,ABP,7501,7501,2800,1200,1200,-0.079081,False
25,136,DISTORTEDInternalBleeding14,InternalBleeding17,False,ABP,7501,7500,2800,1600,1600,0.067481,False
25,137,DISTORTEDInternalBleeding14,InternalBleeding18,False,ABP,7501,7500,2800,2300,2300,-0.048931,False
25,138,DISTORTEDInternalBleeding14,InternalBleeding19,False,ABP,7501,7500,2800,3000,2800,0.010940,False
25,139,DISTORTEDInternalBleeding14,InternalBleeding20,False,ABP,7501,7500,2800,2700,2700,0.014759,False
25,143,DISTORTEDInternalBleeding14,InternalBleeding8,False,ABP,7501,7501,2800,2500,2500,0.004293,False
25,144,DISTORTEDInternalBleeding14,InternalBleeding9,False,ABP,7501,7501,2800,4200,2800,-0.000795,False
26,34,DISTORTEDInternalBleeding15,DISTORTEDInternalBleeding6,False,ABP,7601,7654,1700,1500,1500,0.131587,False
26,99,DISTORTEDInternalBleeding15,NOISEInternalBleeding6,False,ABP,7601,7654,1700,1500,1500,0.127943,False
26,142,DISTORTEDInternalBleeding15,InternalBleeding6,False,ABP,7601,7654,1700,1500,1500,0.131379,False
27,28,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding17,False,ABP,7501,7500,1200,1600,1200,0.974066,True
27,29,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding18,False,ABP,7501,7500,1200,2300,1200,0.975772,True
27,30,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding19,False,ABP,7501,7500,1200,3000,1200,0.980827,True
27,31,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding20,False,ABP,7501,7500,1200,2700,1200,0.977274,True
27,35,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding8,False,ABP,7501,7501,1200,2500,1200,-0.094751,False
27,36,DISTORTEDInternalBleeding16,DISTORTEDInternalBleeding9,False,ABP,7501,7501,1200,4200,1200,-0.198725,False
27,132,DISTORTEDInternalBleeding16,InternalBleeding10,False,ABP,7501,7501,1200,3200,1200,-0.086579,False
27,133,DISTORTEDInternalBleeding16,InternalBleeding14,False,ABP,7501,7501,1200,2800,1200,-0.086579,False
27,136,DISTORTEDInternalBleeding16,InternalBleeding17,False,ABP,7501,7500,1200,1600,1200,0.988626,True
27,137,DISTORTEDInternalBleeding16,InternalBleeding18,False,ABP,7501,7500,1200,2300,1200,0.988626,True
27,138,DISTORTEDInternalBleeding16,InternalBleeding19,False,ABP,7501,7500,1200,3000,1200,0.988626,True
27,139,DISTORTEDInternalBleeding16,InternalBleeding20,False,ABP,7501,7500,1200,2700,1200,0.988626,True
27,143,DISTORTEDInternalBleeding16,InternalBleeding8,False,ABP,7501,7501,1200,2500,1200,-0.117279,False
27,144,DISTORTEDInternalBleeding16,InternalBleeding9,False,ABP,7501,7501,1200,4200,1200,-0.179391,False
28,29,DISTORTEDInternalBleeding17,DISTORTEDInternalBleeding18,False,ABP,7500,7500,1600,2300,1600,0.980644,True
28,30,DISTORTEDInternalBleeding17,DISTORTEDInternalBleeding19,False,ABP,7500,7500,1600,3000,1600,0.979355,True
28,31,DISTORTEDInternalBleeding17,DISTORTEDInternalBleeding20,False,ABP,7500,7500,1600,2700,1600,0.983486,True
28,35,DISTORTEDInternalBleeding17,DISTORTEDInternalBleeding8,False,ABP,7500,7501,1600,2500,1600,0.063612,False
28,36,DISTORTEDInternalBleeding17,DISTORTEDInternalBleeding9,False,ABP,7500,7501,1600,4200,1600,-0.288024,False
28,98,DISTORTEDInternalBleeding17,NOISEInternalBleeding16,False,ABP,7500,7501,1600,1200,1200,0.983858,True
28,132,DISTORTEDInternalBleeding17,InternalBleeding10,False,ABP,7500,7501,1600,3200,1600,0.055578,False
28,133,DISTORTEDInternalBleeding17,InternalBleeding14,False,ABP,7500,7501,1600,2800,1600,0.055578,False
28,135,DISTORTEDInternalBleeding17,InternalBleeding16,False,ABP,7500,7501,1600,1200,1200,0.988581,True
28,137,DISTORTEDInternalBleeding17,InternalBleeding18,False,ABP,7500,7500,1600,2300,1600,0.989378,True
28,138,DISTORTEDInternalBleeding17,InternalBleeding19,False,ABP,7500,7500,1600,3000,1600,0.989378,True
28,139,DISTORTEDInternalBleeding17,InternalBleeding20,False,ABP,7500,7500,1600,2700,1600,0.989378,True
28,143,DISTORTEDInternalBleeding17,InternalBleeding8,False,ABP,7500,7501,1600,2500,1600,0.059469,False
28,144,DISTORTEDInternalBleeding17,InternalBleeding9,False,ABP,7500,7501,1600,4200,1600,-0.286324,False
29,30,DISTORTEDInternalBleeding18,DISTORTEDInternalBleeding19,False,ABP,7500,7500,2300,3000,2300,0.974968,True
29,31,DISTORTEDInternalBleeding18,DISTORTEDInternalBleeding20,False,ABP,7500,7500,2300,2700,2300,0.975984,True
29,35,DISTORTEDInternalBleeding18,DISTORTEDInternalBleeding8,False,ABP,7500,7501,2300,2500,2300,-0.085778,False
29,36,DISTORTEDInternalBleeding18,DISTORTEDInternalBleeding9,False,ABP,7500,7501,2300,4200,2300,-0.304329,False
29,98,DISTORTEDInternalBleeding18,NOISEInternalBleeding16,False,ABP,7500,7501,2300,1200,1200,0.977633,True
29,132,DISTORTEDInternalBleeding18,InternalBleeding10,False,ABP,7500,7501,2300,3200,2300,-0.109343,False
29,133,DISTORTEDInternalBleeding18,InternalBleeding14,False,ABP,7500,7501,2300,2800,2300,-0.109343,False
29,135,DISTORTEDInternalBleeding18,InternalBleeding16,False,ABP,7500,7501,2300,1200,1200,0.983117,True
29,136,DISTORTEDInternalBleeding18,InternalBleeding17,False,ABP,7500,7500,2300,1600,1600,0.984519,True
29,138,DISTORTEDInternalBleeding18,InternalBleeding19,False,ABP,7500,7500,2300,3000,2300,0.985848,True
29,139,DISTORTEDInternalBleeding18,InternalBleeding20,False,ABP,7500,7500,2300,2700,2300,0.985848,True
29,143,DISTORTEDInternalBleeding18,InternalBleeding8,False,ABP,7500,7501,2300,2500,2300,-0.089722,False
29,144,DISTORTEDInternalBleeding18,InternalBleeding9,False,ABP,7500,7501,2300,4200,2300,-0.303057,False
30,31,DISTORTEDInternalBleeding19,DISTORTEDInternalBleeding20,False,ABP,7500,7500,3000,2700,2700,0.984100,True
30,35,DISTORTEDInternalBleeding19,DISTORTEDInternalBleeding8,False,ABP,7500,7501,3000,2500,2500,-0.127259,False
30,36,DISTORTEDInternalBleeding19,DISTORTEDInternalBleeding9,False,ABP,7500,7501,3000,4200,3000,-0.126003,False
30,98,DISTORTEDInternalBleeding19,NOISEInternalBleeding16,False,ABP,7500,7501,3000,1200,1200,0.987552,True
30,132,DISTORTEDInternalBleeding19,InternalBleeding10,False,ABP,7500,7501,3000,3200,3000,0.004553,False
30,133,DISTORTEDInternalBleeding19,InternalBleeding14,False,ABP,7500,7501,3000,2800,2800,0.044292,False
30,135,DISTORTEDInternalBleeding19,InternalBleeding16,False,ABP,7500,7501,3000,1200,1200,0.992822,True
30,136,DISTORTEDInternalBleeding19,InternalBleeding17,False,ABP,7500,7500,3000,1600,1600,0.991205,True
30,137,DISTORTEDInternalBleeding19,InternalBleeding18,False,ABP,7500,7500,3000,2300,2300,0.989749,True
30,139,DISTORTEDInternalBleeding19,InternalBleeding20,False,ABP,7500,7500,3000,2700,2700,0.989459,True
30,143,DISTORTEDInternalBleeding19,InternalBleeding8,False,ABP,7500,7501,3000,2500,2500,-0.133713,False
30,144,DISTORTEDInternalBleeding19,InternalBleeding9,False,ABP,7500,7501,3000,4200,3000,-0.125221,False
31,35,DISTORTEDInternalBleeding20,DISTORTEDInternalBleeding8,False,ABP,7500,7501,2700,2500,2500,-0.118374,False
31,36,DISTORTEDInternalBleeding20,DISTORTEDInternalBleeding9,False,ABP,7500,7501,2700,4200,2700,-0.220772,False
31,98,DISTORTEDInternalBleeding20,NOISEInternalBleeding16,False,ABP,7500,7501,2700,1200,1200,0.987812,True
31,132,DISTORTEDInternalBleeding20,InternalBleeding10,False,ABP,7500,7501,2700,3200,2700,0.012705,False
31,133,DISTORTEDInternalBleeding20,InternalBleeding14,False,ABP,7500,7501,2700,2800,2700,0.012705,False
31,135,DISTORTEDInternalBleeding20,InternalBleeding16,False,ABP,7500,7501,2700,1200,1200,0.993077,True
31,136,DISTORTEDInternalBleeding20,InternalBleeding17,False,ABP,7500,7500,2700,1600,1600,0.991516,True
31,137,DISTORTEDInternalBleeding20,InternalBleeding18,False,ABP,7500,7500,2700,2300,2300,0.990005,True
31,138,DISTORTEDInternalBleeding20,InternalBleeding19,False,ABP,7500,7500,2700,3000,2700,0.989756,True
31,143,DISTORTEDInternalBleeding20,InternalBleeding8,False,ABP,7500,7501,2700,2500,2500,-0.125330,False
31,144,DISTORTEDInternalBleeding20,InternalBleeding9,False,ABP,7500,7501,2700,4200,2700,-0.217335,False
34,134,DISTORTEDInternalBleeding6,InternalBleeding15,False,ABP,7654,7601,1500,1700,1500,0.139174,False
35,36,DISTORTEDInternalBleeding8,DISTORTEDInternalBleeding9,False,ABP,7501,7501,2500,4200,2500,-0.318981,False
35,98,DISTORTEDInternalBleeding8,NOISEInternalBleeding16,False,ABP,7501,7501,2500,1200,1200,-0.100520,False
35,132,DISTORTEDInternalBleeding8,InternalBleeding10,False,ABP,7501,7501,2500,3200,2500,-0.006934,False
35,133,DISTORTEDInternalBleeding8,InternalBleeding14,False,ABP,7501,7501,2500,2800,2500,-0.006934,False
35,135,DISTORTEDInternalBleeding8,InternalBleeding16,False,ABP,7501,7501,2500,1200,1200,-0.104340,False
35,136,DISTORTEDInternalBleeding8,InternalBleeding17,False,ABP,7501,7500,2500,1600,1600,0.048155,False
35,137,DISTORTEDInternalBleeding8,InternalBleeding18,False,ABP,7501,7500,2500,2300,2300,-0.108184,False
35,138,DISTORTEDInternalBleeding8,InternalBleeding19,False,ABP,7501,7500,2500,3000,2500,-0.137257,False
35,139,DISTORTEDInternalBleeding8,InternalBleeding20,False,ABP,7501,7500,2500,2700,2500,-0.137257,False
35,144,DISTORTEDInternalBleeding8,InternalBleeding9,False,ABP,7501,7501,2500,4200,2500,-0.329231,False
36,98,DISTORTEDInternalBleeding9,NOISEInternalBleeding16,False,ABP,7501,7501,4200,1200,1200,-0.181929,False
36,132,DISTORTEDInternalBleeding9,InternalBleeding10,False,ABP,7501,7501,4200,3200,3200,-0.029823,False
36,133,DISTORTEDInternalBleeding9,InternalBleeding14,False,ABP,7501,7501,4200,2800,2800,0.041498,False
36,135,DISTORTEDInternalBleeding9,InternalBleeding16,False,ABP,7501,7501,4200,1200,1200,-0.181015,False
36,136,DISTORTEDInternalBleeding9,InternalBleeding17,False,ABP,7501,7500,4200,1600,1600,-0.280828,False
36,137,DISTORTEDInternalBleeding9,InternalBleeding18,False,ABP,7501,7500,4200,2300,2300,-0.318820,False
36,138,DISTORTEDInternalBleeding9,InternalBleeding19,False,ABP,7501,7500,4200,3000,3000,-0.147708,False
36,139,DISTORTEDInternalBleeding9,InternalBleeding20,False,ABP,7501,7500,4200,2700,2700,-0.247427,False
36,143,DISTORTEDInternalBleeding9,InternalBleeding8,False,ABP,7501,7501,4200,2500,2500,-0.322196,False
89,90,DISTORTEDtiltAPB1,DISTORTEDtiltAPB2,False,ABP,130001,128767,100000,50000,5000,0.983722,True
89,91,DISTORTEDtiltAPB1,DISTORTEDtiltAPB3,False,ABP,130001,129489,100000,40000,5000,0.981224,True
89,198,DISTORTEDtiltAPB1,tiltAPB2,False,ABP,130001,128767,100000,50000,5000,0.989832,True
89,199,DISTORTEDtiltAPB1,tiltAPB3,False,ABP,130001,129489,100000,40000,5000,0.989832,True
90,91,DISTORTEDtiltAPB2,DISTORTEDtiltAPB3,False,ABP,128767,129489,50000,40000,5000,0.981954,True
90,92,DISTORTEDtiltAPB2,DISTORTEDtiltAPB4,False,ABP,128767,128001,50000,20000,5000,0.984270,True
90,197,DISTORTEDtiltAPB2,tiltAPB1,False,ABP,128767,130001,50000,100000,5000,0.992241,True
90,199,DISTORTEDtiltAPB2,tiltAPB3,False,ABP,128767,129489,50000,40000,5000,0.992241,True
90,200,DISTORTEDtiltAPB2,tiltAPB4,False,ABP,128767,128001,50000,20000,5000,0.992241,True
91,197,DISTORTEDtiltAPB3,tiltAPB1,False,ABP,129489,130001,40000,100000,5000,0.991364,True
91,198,DISTORTEDtiltAPB3,tiltAPB2,False,ABP,129489,128767,40000,50000,5000,0.991364,True
92,198,DISTORTEDtiltAPB4,tiltAPB2,False,ABP,128001,128767,20000,50000,5000,0.991657,True
98,132,NOISEInternalBleeding16,InternalBleeding10,False,ABP,7501,7501,1200,3200,1200,-0.087100,False
